"GKID";"vague";"version";"qstatus";"screenout";"rs1";"rs2";"rs3";"rs3rec";"rs4";"rs5";"rs6";"q1";"q2";"q3";"q4";"q5";"rs1a";"rs1b";"actq1";"actq2";"actq3";"actq4:1";"actq4:2";"actq4:3";"actq5";"actq6";"actq7";"actq8";"actq9[i1]";"actq9[i2]";"actq9[i3]";"actq9[i4]";"actq9[i5]";"actq9[i6]";"actq9[i7]";"actq9[i8]";"actq10:1";"actq10:2";"actq10:3";"CW_finishdate";"CW_finishtime";"CW_duration"
"m4w88345mv70";70;1;11;;;1;62;4;1;;;3;4;4;2;4;1;4;"ordonances travail";"brexit";2;6;5;4;2;2;3;2;1;1;3;1;1;1;1;1;7;4;2;20171116;"151553";414
"q4m72362mv70";70;1;11;;;2;55;4;2;1;6;2;4;3;2;3;1;3;"taxe entreprises indûment collectée par l'état";"macron";2;4;3;2;1;2;2;2;1;2;2;3;1;1;1;1;6;;;20171115;"191949";511
"u4z68368mv70";70;1;11;;;1;41;3;1;;;3;4;2;2;3;1;4;"la crise en Espagne";"la crise en Espagne";3;2;4;3;3;1;2;1;2;2;2;2;2;2;1;2;5;;;20171115;"194059";239
"e4n88347mv70";70;1;11;;;2;44;3;2;1;6;4;3;3;2;3;1;5;"ATTENTATS QUI SE PERPETUENT - ELIMINATION ITALIE COUPE DU MONDE - MESURES SOCIALES ET GRECE ET A PRESENT INNONDATIONS - COMMANDES AIRBUS - PROBLEMES ENTRE ETAT ESPAGNOL ET LES INDEPENDENTISTES PRO CATALOGNE - DEPART EN BELGIQUE DU CHEF DE LA CATALOGNE - TREMBLEMENT DE TERRE AYANT ENTRAINE DE NOMBREUX DECES - VENEZUELA EN SITUATION ECONOMIQUE CRITIQUE - FRANCE SELECTIONNEE POUR CHAMPIONNATS DU MONDE - TEDDY RINER A NOUVEAU CHAMPION DU MONDE...";"L'AMERIQUE AVEC TRUMP ET LA COREE DU NORD FONT PEUR ";2;4;6;5;1;1;1;2;2;2;1;3;3;2;1;1;3;7;8;20171116;"143425";2256
"a4x76362mv70";70;1;11;;;1;26;1;1;;;5;2;4;3;2;1;4;"je ne sais pas";"le sport";2;1;;;2;2;1;2;2;2;2;1;1;2;1;1;5;;;20171115;"200331";2628
"w4h22382mv70";70;1;11;;;1;58;4;2;2;1;4;3;4;3;3;1;5;"aucune en particulier";"auncune";2;4;;;1;2;2;2;1;2;2;1;2;1;1;1;6;4;8;20171115;"235117";230
"s4u98375mv70";70;1;11;;;1;46;3;2;4;5;2;4;3;2;3;1;5;"reforme du code du travail ";"??";2;4;3;1;2;2;2;2;1;1;1;1;3;1;1;3;1;4;5;20171114;"205929";409
"m4t44367mv70";70;1;11;;;1;48;3;2;2;1;3;3;2;3;1;1;5;"aucun";"aucune";2;7;;;1;1;1;2;2;2;2;2;2;2;2;1;4;;;20171116;"103406";252
"c4f74362mv70";70;1;11;;;2;53;4;1;;;4;2;4;2;4;1;4;"Trump avec les suppressions des decisions d'Obama p.ex. Obama Care";"les lois de Macron";2;7;;;3;2;1;2;2;2;2;2;2;2;1;3;7;;;20171115;"192828";657
"g4y82378mv70";70;1;11;;;2;30;2;2;1;6;4;1;4;4;3;1;5;"Aucun malheureusement";"Emmanuel Macron";2;3;;;3;2;1;2;2;2;2;3;3;1;1;3;6;;;20171114;"220206";413
"m4t46376mv70";70;1;11;;;2;57;4;1;;;5;1;4;3;3;1;4;"Remontée du taux de chômage - augmentation CSG des retraites ";"Je ne suis pas d'âme soleil je ne voies pas d embellie pour les mois à venir";2;6;4;5;3;2;2;2;2;3;2;3;1;1;1;2;7;5;6;20171116;"223111";677
"g4v22383mv70";70;1;11;;;1;39;2;2;4;1;3;4;3;2;3;1;5;"Macron";"Trump";2;2;;;2;2;1;2;1;1;1;2;2;1;1;1;8;;;20171114;"202823";216
"g4y64366mv70";70;1;11;;;1;46;3;1;;;2;3;2;3;3;1;4;"Mario Draghi";"Trump    Brexit";2;5;4;;2;2;1;2;1;1;1;1;1;1;1;1;7;4;2;20171115;"202328";273
"y4s74348mv70";70;1;11;;;2;25;1;2;1;6;3;4;3;1;2;1;5;"trump<LF>suite du brexit";"macron et le brexit";2;5;4;;2;2;2;2;1;1;1;1;1;1;1;1;6;4;7;20171116;"174034";216
"c4f62349mv70";70;1;11;;;2;53;4;1;;;5;4;4;4;4;1;4;"Amanecio Ortega et  l’expansion d’Inditex";"L’Europe ";2;1;;;3;3;2;3;1;1;1;2;2;1;1;1;8;2;3;20171116;"204708";346
"w4k88375mv70";70;1;11;;;2;39;2;2;1;3;2;2;4;2;3;1;5;"Attentats, pollutions, kim jong un, trump";"Fetes de fin d'années, Catalogne ";2;4;2;6;1;1;2;2;1;3;3;3;1;2;1;1;4;5;7;20171114;"235234";395
"c4f68375mv70";70;1;11;;;1;57;4;1;;;4;3;4;3;3;1;4;"Donald Trump";"Donald Trump<LF>Brexit";2;5;1;2;2;2;2;2;1;1;1;1;1;1;1;1;7;1;4;20171115;"121448";277
"w4k22386mv70";70;1;11;;;1;34;2;2;4;1;3;3;2;2;3;1;5;"NSP";"NSP";2;3;2;4;2;2;1;2;2;2;1;1;3;2;1;3;3;;;20171114;"193753";236
"a4a78346mv70";70;1;11;;;2;56;4;2;4;6;4;3;3;3;4;1;5;"reforme du code du travail,les travailleurs détachés, emmanuel macron,muriel penicaud ";"la consommation des français,la reforme de la fiscalité, les auto entrepreneurs";2;5;4;;2;2;2;2;1;1;1;1;1;1;1;3;4;2;1;20171116;"192001";946
"w4k68368mv70";70;1;11;;;1;40;3;2;4;6;3;3;4;3;3;1;5;"Winstein";"Les impôts ";2;1;4;3;1;2;2;2;1;2;2;1;2;1;1;1;8;6;4;20171115;"200341";699
"q4j98346mv70";70;1;11;;;1;39;2;2;1;6;5;1;5;4;4;1;5;"Loi travail macron";"Loi travail macron";2;5;4;;1;1;2;2;2;1;1;1;2;1;1;1;6;3;2;20171116;"130219";390
"a4a72348mv70";70;1;11;;;1;56;4;1;;;3;2;2;2;3;1;4;"les élections présidentielles";"les manifestations publiques";2;1;4;5;3;2;1;2;3;2;2;1;2;1;3;1;4;1;3;20171116;"173546";288
"y4s98344mv70";70;1;11;;;1;42;3;1;;;3;4;3;2;3;1;5;"la loi travail";"le Brexit";2;4;;;2;2;2;2;1;1;3;1;1;1;1;1;1;4;6;20171116;"132304";358
"e4n78373mv70";70;1;11;;;1;49;3;2;3;5;2;4;2;3;4;1;5;"augmentation acompte IS pour financer le remboursement de la taxe sur les dividendes";"je ne sais pas";2;4;2;;1;2;1;2;1;1;1;3;2;2;1;3;3;2;1;20171115;"110401";254
"y4p94379mv70";70;1;11;;;1;39;2;1;;;2;3;3;2;2;1;4;"- politique de Trump<LF>- annonces liées au Brexit<LF>- désignation nouveau président FED<LF>- nouvelle loi travail";"- politique de Macron et Edouard Philippe<LF>- nouvelles dispositions fiscales françaises";2;3;1;4;2;2;2;2;1;1;2;2;2;1;2;1;4;6;1;20171116;"010111";631
"w4k78372mv70";70;1;11;;;1;48;3;2;2;3;4;1;3;2;3;1;3;"macron wenstein";"macron";2;5;6;1;2;1;2;2;2;2;2;1;1;1;1;2;5;2;;20171115;"113051";417
"w4h94342mv70";70;1;11;;;1;39;2;2;4;4;3;2;4;3;3;1;5;"pffff les politoquos.. servent à rien";"tous à mettre en taule !";2;1;4;3;2;1;2;2;2;3;1;1;1;1;1;1;7;4;3;20171116;"133703";210
"a4a54365mv70";70;1;11;;;2;26;1;1;;;3;3;2;5;3;1;4;"je ne sais pas ";"aucun";2;5;6;4;3;2;1;2;1;1;1;1;1;1;1;1;4;7;8;20171115;"221330";219
"q4m82365mv70";70;1;11;;;1;59;4;2;1;6;1;4;3;3;4;1;5;"ordonnances Macron";"ordonnances Macron";2;2;1;4;2;2;1;1;1;1;1;1;1;1;1;1;4;5;2;20171115;"175033";249
"q4j38384mv70";70;1;11;;;2;45;3;2;2;6;2;4;3;2;3;1;4;"Macron";"Macron";2;3;2;1;2;2;1;2;2;1;2;1;1;1;1;1;7;4;;20171114;"183721";239
"w4h92347mv70";70;1;11;;;1;40;3;1;;;3;3;3;3;4;1;4;"nouvelle ordonnance sur le code du travail";"réforme sur la formation continue et l'apprentissage";2;2;;;2;2;1;2;1;2;2;1;2;1;1;1;4;;;20171116;"130750";726
"a4a24384mv70";70;1;11;;;2;39;2;2;4;3;4;3;3;2;3;1;5;"Cop23";"Macron ";1;4;3;;2;1;2;2;1;1;3;3;1;1;1;1;6;;;20171114;"201234";216
"e4n96343mv70";70;1;11;;;2;48;3;2;4;6;2;4;3;2;1;1;5;"Taux de chômage en baisse";"Bruno Le Maire + Emmanuel Macron";1;1;;;2;2;1;1;1;2;2;1;1;1;1;1;4;7;6;20171116;"133226";443
"q4m88377mv70";70;1;11;;;1;38;2;1;;;2;3;1;1;3;1;4;"nsp";"la coupe du monde en russie";3;4;1;3;2;2;2;2;2;2;2;1;2;1;3;3;4;6;;20171114;"223706";352
"m4w86379mv70";70;1;11;;;1;55;4;1;;;4;4;4;3;3;1;5;"je sais pas";"je ne sais ps";2;4;;;3;1;2;2;2;1;3;1;3;1;1;1;2;7;6;20171114;"214927";333
"m4t82343mv70";70;1;11;;;1;51;4;2;2;3;4;3;4;2;3;1;5;"présidentielles et E Macron";"les attentas et les guerres";2;3;1;4;2;2;2;2;1;1;1;1;1;1;1;1;5;4;8;20171116;"155435";439
"w4h72369mv70";70;1;11;;;1;25;1;2;1;5;2;4;2;2;3;1;5;"Événements : la crise du Golfe, Halloween, les mesures du quinquennat Hollande.<LF>Personnalités : Emmanuel Macron, Angela Merkel, Donald Trump, Xi Jingping.";"Événements : les fêtes de fin d'année et du nouvel an chinois, le dénouement de la guerre en Irak & en Syrie, l'évolution de la crise du Golfe, les décisions de la COP23, les préparatifs du mondial 2018.<LF>Personnalités : les mêmes.";2;5;3;2;2;2;2;1;2;1;1;1;1;1;1;1;4;3;;20171115;"182959";1101
"g4v98345mv70";70;1;11;;;2;31;2;2;2;1;3;3;4;4;4;1;5;"macron";"macron";3;4;2;;3;3;2;1;2;2;3;1;2;1;1;3;4;6;7;20171116;"131036";269
"m4w92379mv70";70;1;11;;;2;38;2;1;;;2;4;3;2;3;1;4;"Les JO de Paris en 2024, Emmanuel Macron, ";"Macron, Trump";2;4;3;2;2;2;2;2;1;3;3;1;1;1;1;1;7;8;6;20171116;"001425";225
"m4t86346mv70";70;1;11;;;2;53;4;2;4;1;2;4;3;2;2;1;5;"macron et Philippe    ";"ne sais pas";2;4;5;;2;2;2;2;1;1;1;1;1;1;1;1;3;1;7;20171116;"145414";527
"s4r24387mv70";70;1;11;;;2;42;3;2;3;6;4;1;2;2;3;1;5;"Président  macron";"Macron";3;5;6;4;2;3;2;2;2;1;2;1;2;1;1;3;6;7;;20171114;"194830";1075
"m4w42363mv70";70;1;11;;;1;27;1;2;2;2;2;1;5;2;5;1;3;"Pravin Jugnauth";"Bobb";2;1;;;1;2;1;1;2;2;1;1;1;1;1;2;3;;;20171116;"122427";296
"y4p54366mv70";70;1;11;;;1;59;4;2;4;1;3;3;3;3;3;1;5;"paradise papers";"Brexit";2;5;;;2;2;2;2;1;1;2;1;1;1;1;1;6;;;20171115;"215755";224
"s4r62348mv70";70;1;11;;;2;56;4;1;;;2;4;2;2;3;1;4;"Macron et les JO à Paris ";"Gérard collomd etlasecurite";2;1;3;4;2;2;2;2;1;1;1;1;1;1;1;1;4;2;7;20171116;"211008";664
"c4f92374mv70";70;1;11;;;2;38;2;2;3;6;5;1;5;3;3;1;5;"Fluctuation du cours du Bitcoin<LF>Ingérence des Etats Unis au Vénézuela<LF>Brexit<LF>Macron et les cadeaux aux riches, accentuant la pauvreté en France, et ainsi diminuant la consommation et donc le PIB...";"Evolution de l'AI<LF>Gouvernement Allemand et sa politique en Europe<LF>Déstabilisation des états par une immigration massive";2;2;4;5;2;2;2;2;1;1;2;1;1;1;1;1;7;4;8;20171114;"210441";559
"c4f58372mv70";70;1;11;;;1;40;3;2;4;6;2;4;3;3;3;1;5;"Brexit, E. Macron, ISF.";"Brexit, Trump et Macron et la réforme de la fiscalité ";2;4;2;5;3;2;1;1;1;1;2;2;2;1;1;2;2;6;7;20171115;"173443";444
"s4u44369mv70";70;1;11;;;2;61;4;2;2;6;3;3;4;3;3;1;5;"impot sur la fortune";"E.MACRON";2;5;4;;1;2;2;2;1;2;2;1;2;1;1;1;6;7;;20171116;"084116";233
"s4u58362mv70";70;1;11;;;1;27;1;1;;;2;4;2;4;2;1;4;"Baisse des APL, prélèvement à la source, ";"Ne sais pas";2;7;;;2;2;2;2;1;2;2;1;1;1;1;3;6;7;4;20171116;"141226";413
"s4u94372mv70";70;1;11;;;1;33;2;2;3;1;2;4;2;3;2;1;5;"MACRON";"MACRON";1;4;3;1;2;2;2;2;1;1;1;1;1;1;1;1;4;2;3;20171114;"213951";1128
"q4j58362mv70";70;1;11;;;2;64;4;1;;;4;2;3;2;3;1;4;"le brexit";"macron";2;5;6;;3;2;2;2;1;1;1;1;1;1;1;1;7;2;6;20171116;"075824";286
"y4p96345mv70";70;1;11;;;2;52;4;2;4;1;2;4;4;3;3;1;5;"Macron ";"Macron ";2;1;;;1;1;1;2;1;1;2;1;2;1;1;1;8;4;;20171116;"131800";238
"g4v26386mv70";70;1;11;;;1;48;3;1;;;3;2;4;4;4;1;4;"Rien";"Pollution de l'environnement";2;4;2;;2;1;2;2;1;2;1;1;2;1;1;1;1;7;3;20171114;"195412";270
"e4q92373mv70";70;1;11;;;1;45;3;1;;;5;2;3;5;3;1;4;"paradise papers";"rien ni personne qui améliorera les choses";2;6;5;;2;2;2;2;1;1;1;1;1;1;1;1;3;;;20171114;"210933";225
"m4t24389mv70";70;1;11;;;1;32;2;2;3;6;2;3;5;4;2;1;5;"CSG, TABAC, PRÉLÈVEMENT À LA SOURCE";"notre cher président";2;7;;;1;2;2;2;2;1;1;1;1;2;1;1;4;2;;20171114;"191602";249
"y4p84347mv70";70;1;11;;;1;62;4;1;;;2;2;4;3;3;1;4;"Macron";"Macron";2;4;5;;2;1;2;2;1;2;2;2;2;1;1;2;2;3;6;20171116;"141917";630
"w4k94346mv70";70;1;11;;;1;51;4;2;4;4;5;1;4;3;4;1;5;"Rien";"OMC";2;4;5;;2;2;1;2;1;1;1;2;1;1;1;1;7;5;8;20171116;"130408";329
"g4y52368mv70";70;1;11;;;1;29;1;2;4;1;3;3;2;3;2;1;5;"Macron, la tension USA/ Corée du nord";"Le brexit";2;7;;;2;1;1;2;1;1;2;1;2;2;1;1;1;;;20171115;"211747";314
"a4x62369mv70";70;1;11;;;2;42;3;2;4;1;4;2;4;3;3;1;5;"Je ne sais pas";"Je ne sais pas";3;8;;;4;3;2;2;3;3;3;3;3;3;3;3;2;;;20171115;"192538";231
"y4p72349mv70";70;1;11;;;1;40;3;2;2;1;4;3;3;2;2;1;5;"aucune idée";"aucune idée";2;7;;;3;2;3;2;1;2;2;2;2;1;1;1;6;7;8;20171116;"164109";313
"w4k26389mv70";70;1;11;;;1;39;2;2;1;3;3;4;2;3;3;1;5;"Theresa May, Emmanuel Macron";"Trump";2;1;2;;2;2;2;2;1;1;2;1;1;1;1;1;4;1;2;20171114;"191713";389
"c4f74376mv70";70;1;11;;;2;63;4;2;1;5;4;3;4;3;4;1;5;"Emmanuel Macron resiste pour la mise en place de reformes<LF>Donald Trump et Pekin";"nsp";2;1;2;4;2;2;2;2;1;1;2;1;1;1;1;3;6;4;1;20171115;"105728";718
"m4w82362mv70";70;1;11;;;2;46;3;1;;;1;4;3;3;3;1;4;"la loi travail et le président Emmanuel Macron";"la loi travail, la formation et le président Emmanuel Macron";1;1;5;4;1;2;2;2;1;3;2;1;2;1;1;3;4;6;;20171115;"181045";329
"s4r92344mv70";70;1;11;;;2;52;4;1;;;3;2;2;2;3;1;4;"macron";"macron";2;4;1;5;2;2;1;1;1;2;2;1;1;1;1;2;5;;;20171116;"131900";209
"a4a74372mv70";70;1;11;;;1;44;3;2;4;6;3;3;2;4;4;1;5;"Trump et la Corée du Nord ";"Corée du Nord ";1;4;;;2;2;2;2;1;1;1;1;1;1;1;1;2;1;3;20171115;"112127";319
"g4v68378mv70";70;1;11;;;1;48;3;1;;;4;4;4;2;4;1;4;"Macron loi de finance";"Macron ";2;4;2;;2;2;2;1;2;1;2;1;2;1;1;1;7;4;2;20171115;"115309";391
"a4a88364mv70";70;1;11;;;2;44;3;2;1;6;3;2;4;2;4;1;3;"Aucun";"Aucun";2;5;4;;2;2;1;2;1;1;3;1;3;1;1;3;3;4;2;20171115;"180427";362
"y4s82372mv70";70;1;11;;;1;52;4;2;1;6;2;4;3;2;4;1;5;"Liliane BETTENCOURT. la commande importante d'airbus pour un partenaire américain";"Macron";2;5;1;;2;2;2;1;2;1;2;1;2;1;1;2;2;7;4;20171115;"084727";633
"w4h82344mv70";70;1;11;;;1;50;4;2;1;6;3;4;4;2;3;1;5;"Macron";"Macron";2;3;4;;2;2;2;1;2;1;1;1;2;2;3;2;4;;;20171116;"152959";702
"g4v82374mv70";70;1;11;;;1;47;3;2;4;3;2;3;3;3;3;1;5;"Ordonnances Macron";"l'application ou non des décisions budgétaires";2;4;;;2;2;2;2;1;2;2;1;1;1;1;1;6;4;3;20171115;"070405";323
"m4t62379mv70";70;1;11;;;1;59;4;1;;;5;1;5;4;4;1;4;"macron";"macron";2;5;2;;2;2;2;2;1;3;3;1;1;1;1;1;5;4;6;20171115;"115351";842
"q4m76365mv70";70;1;11;;;1;60;4;2;4;1;3;4;3;3;4;1;5;"Emmanuel Macron, ";"La Chine, les USA";2;1;4;2;2;2;1;1;1;1;1;1;2;1;1;1;7;8;6;20171115;"183811";247
"q4m72347mv70";70;1;11;;;1;60;4;2;3;3;4;3;5;3;4;1;5;"CSG pour les retraites <LF>Fusion Agirc Arcco";"Les grands groupes malgré qu'ils soient montrés du doigts vont continuer à défiscaliser à tous va";2;4;;;1;1;2;2;2;2;2;1;3;1;1;1;7;4;6;20171116;"185202";464
"u4z96342mv70";70;1;11;;;1;42;3;1;;;1;4;1;1;1;1;5;"Emmanuel Macron doit continuer les réformes ";"Emmanuel Macron ";2;1;;;2;2;1;1;1;1;1;1;1;1;1;1;1;;;20171116;"134339";193
"s4r62363mv70";70;1;11;;;1;33;2;2;4;3;3;3;5;4;3;1;5;"ras";"ras";1;2;;;2;2;2;2;1;1;1;2;1;2;2;2;5;;;20171115;"204438";198
"a4x34383mv70";70;1;11;;;2;45;3;1;;;2;4;2;3;4;1;4;"??";"je ne sais pas";2;2;3;;2;2;2;2;1;1;2;1;1;1;1;3;6;7;2;20171114;"190616";239
"q4m64367mv70";70;1;11;;;1;43;3;2;4;1;3;3;3;2;3;1;5;"aucune idée";"aucune idée";2;4;2;3;2;2;2;1;1;1;1;1;1;1;1;1;2;3;5;20171115;"201311";614
"u4z62372mv70";70;1;11;;;1;39;2;1;;;4;3;4;3;3;1;4;"Attentas, météo, gouvernement ";"Idem ";1;1;3;4;3;2;1;2;2;2;2;1;2;1;1;2;7;6;4;20171115;"140058";412
"g4v74379mv70";70;1;11;;;1;37;2;2;1;6;2;3;3;3;3;1;5;"Les attentas, la courbe du chomage, le manque de cap politique...";"les nouvelles lois, le positionnement de la France par rapport à l'europe, Macron";2;4;5;;2;2;2;2;1;1;2;2;2;1;1;2;7;6;2;20171115;"092716";196
"m4t72368mv70";70;1;11;;;2;24;1;2;2;3;2;4;2;3;3;1;5;" <LF>fyh";"impot à la source";2;2;;;2;2;2;2;1;1;1;1;1;1;1;1;3;;;20171115;"183029";877
"s4r56363mv70";70;1;11;;;1;29;1;2;3;6;3;4;3;2;3;1;5;"je ne sais pas";"je ne sais pas";2;5;4;;1;1;3;2;3;2;2;3;3;1;1;3;4;6;;20171116;"074612";217
"s4u86348mv70";70;1;11;;;1;62;4;2;4;4;3;3;3;2;3;1;5;"Piketty ,Duflo";"2vènements liés à l'écologie : réchauffement climatique ,pollutions diverses etc.";2;5;4;;2;1;3;2;3;1;3;1;1;1;1;1;7;4;8;20171116;"140258";660
"s4r44365mv70";70;1;11;;;1;59;4;1;;;3;3;3;3;3;1;4;"Paradise paper";"Climat";2;6;5;4;2;2;3;3;1;3;3;1;1;1;1;1;8;4;6;20171116;"113058";417
"s4u52364mv70";70;1;11;;;1;53;4;2;4;5;5;2;4;3;4;1;5;"Macron et la loi travail";"Macron et ses mesures a la solde des plus riches";2;5;;;3;2;2;2;1;3;3;3;1;1;1;1;7;6;4;20171115;"225438";499
"m4w26388mv70";70;1;11;;;2;38;2;2;1;6;4;3;3;2;3;1;5;"1/. Suppression ISF contre prélèvement sur les comptes épargne des particuliers.<LF>2/. Réduction de l'aide APL contre demande de compensation des bailleurs sociaux: minime mais scandaleuse pour le principe";"Ne sais";2;5;2;3;2;2;2;2;1;1;2;3;3;1;1;3;5;2;7;20171114;"192700";621
"y4p76367mv70";70;1;11;;;1;41;3;1;;;2;5;2;2;2;1;4;"Emmanuel Macron<LF>Le défaut du Venezuela";"Emmanuel Macron<LF>La crise avec la Corée du Nord si une action armée devait se déclencher<LF>Les relations entre l'Iran et l'Arabie Saoudite";1;3;4;2;2;2;2;1;1;2;2;1;2;1;1;1;6;4;7;20171115;"182552";310
"c4f44366mv70";70;1;11;;;1;52;4;1;;;3;3;2;3;2;1;4;"le brexit";"le brexit. macron";2;3;1;2;2;2;2;2;2;1;2;1;2;1;1;2;4;6;7;20171116;"111235";407
"w4k34384mv70";70;1;11;;;2;28;1;2;4;6;4;4;2;3;2;1;5;"N/A";"Trump";2;4;3;6;2;2;2;2;1;2;2;1;1;1;1;1;1;7;2;20171114;"190606";1003
"w4h74364mv70";70;1;11;;;1;40;3;1;;;4;4;3;3;4;1;4;"personne";"personne";2;3;;;3;2;2;2;1;2;2;3;1;1;1;1;7;6;1;20171115;"185915";276
"g4y84344mv70";70;1;11;;;1;46;3;2;1;6;4;2;4;3;3;1;4;"aucun";"trump, guerre au moyen orient";2;1;;;3;2;1;2;1;1;1;1;1;1;1;1;1;5;3;20171116;"151947";236
"u4c92372mv70";70;1;11;;;2;41;3;2;1;6;3;2;3;1;4;1;3;"La baisse des allocations logement, la hausse de la CSG.";"Édouard Philippe et Emmanuel Macron";2;4;1;3;1;3;1;3;1;1;1;1;1;1;1;1;2;5;3;20171114;"213349";782
"y4p58368mv70";70;1;11;;;1;53;4;1;;;2;4;2;2;3;1;4;"Un nombre de création d’entreprises en hausse";"Baisse du nombre de chômeurs ";2;1;;;2;2;2;2;2;2;2;1;2;1;1;1;6;;;20171115;"211331";415
"q4j72372mv70";70;1;11;;;2;33;2;2;4;1;2;3;2;3;4;1;5;"Achat immobilier";"Changer d'emploi";3;2;6;5;1;2;1;1;1;2;2;2;1;1;1;1;4;5;7;20171115;"113609";1165
"a4x82347mv70";70;1;11;;;2;37;2;1;;;2;3;3;2;2;1;4;"macron";"./";3;1;5;2;2;2;2;1;1;1;1;1;1;1;1;1;4;5;6;20171116;"141015";308
"u4c84348mv70";70;1;11;;;1;34;2;2;4;6;2;3;2;3;3;1;5;"Emmanuelle Macron";"Emmanuel Macron";2;1;4;3;2;1;2;2;2;1;1;1;1;3;1;1;3;;;20171116;"141616";810
"c4f48368mv70";70;1;11;;;1;35;2;2;2;6;4;4;4;4;4;1;5;"Rien de spécial, c'est déjà le bordel quoiqu'il arrive...";"Rien de spécial";2;7;;;3;2;3;2;1;1;1;1;1;1;1;2;7;6;5;20171116;"094842";220
"y4p86342mv70";70;1;11;;;1;24;1;1;;;3;3;3;2;3;1;4;"Emmanuel Macron, le scandale des Panama Papers, la journée des célibataires du site chinois Alibaba, la récente vente de nombreux Airbus A320 néo";"Je ne sais pas";3;1;2;4;2;2;3;2;3;1;1;3;3;1;1;1;6;3;2;20171116;"163018";481
"u4c66365mv70";70;1;11;;;1;60;4;1;;;4;1;4;3;3;1;4;"dernier contrat airbus A320 ";"aucune idée";2;4;;;1;1;1;1;1;1;1;1;1;1;1;1;6;3;4;20171115;"203221";417
"c4f82342mv70";70;1;11;;;1;48;3;2;2;6;2;3;3;2;2;1;5;"la reprise mondiale globale. Pour le reste, rien ne semble prégnant";"aucune idée";2;2;5;1;2;2;2;2;1;2;3;1;2;1;1;1;4;8;;20171116;"161230";293
"e4n84345mv70";70;1;11;;;1;37;2;2;4;6;2;4;2;2;2;1;5;"ne sait pas";"ne sait pas";3;2;6;3;2;2;1;1;3;1;1;3;3;1;3;1;2;;;20171116;"150939";244
"u4z76349mv70";70;1;11;;;1;62;4;2;4;1;2;4;2;3;3;1;5;"pour les evenements la réforme du droit du travail<LF>Emmanuel Macron qui faire bouger les choses";"Une évolution de l'Europe vers une meilleur coordination économique<LF>E Macon et A Merkel";2;2;1;;2;2;1;2;1;2;2;1;2;1;1;3;4;6;;20171116;"173605";336
"g4v86377mv70";70;1;11;;;1;60;4;1;;;3;4;5;3;4;1;4;"Alexis tsiprat, personne d'autre";"Angela Merkel";2;5;;;2;2;2;2;1;3;2;1;2;1;1;1;6;;;20171114;"224114";315
"c4f84379mv70";70;1;11;;;1;42;3;1;;;3;4;2;2;5;1;4;"crise du beurre";"aucune idee";2;2;4;;2;2;1;2;1;2;2;1;1;1;1;2;5;4;6;20171114;"214959";218
"m4w76376mv70";70;1;11;;;2;34;2;2;2;1;4;4;3;3;4;1;5;"Emmanuel macron, Loi travail";"/";1;1;3;6;2;3;1;2;2;3;3;3;3;3;1;3;4;;;20171115;"110738";1337
"q4j26387mv70";70;1;11;;;1;61;4;2;4;6;3;4;3;2;3;1;5;"HULOT ";"HULOT";2;2;4;;2;2;1;2;1;1;1;1;1;1;1;1;6;3;7;20171114;"193858";331
"s4u92348mv70";70;1;11;;;1;35;2;2;4;6;3;3;3;3;3;1;5;"Aucun";"Je ne sais pas";3;1;2;3;2;2;2;2;1;1;1;1;1;1;1;1;4;5;3;20171116;"124918";492
"e4n64367mv70";70;1;11;;;1;40;3;1;;;3;4;3;3;3;1;4;"Macron";"MAcron";2;3;4;;2;2;2;2;2;1;1;1;1;1;1;1;4;2;5;20171115;"201114";252
"w4k72374mv70";70;1;11;;;2;47;3;2;2;6;3;3;4;2;4;1;5;"les attentats ";"Trump";2;1;4;;3;1;3;1;2;1;2;3;3;1;3;3;8;6;2;20171115;"110019";294
"c4f64373mv70";70;1;11;;;1;42;3;1;;;2;3;3;2;2;1;4;"FMI";"commerce international";1;4;2;;2;1;1;2;1;2;1;2;1;1;2;2;7;8;4;20171115;"133934";193
"g4y88376mv70";70;1;11;;;2;29;1;2;4;1;3;3;2;3;3;1;5;"-";"-";3;1;;;3;1;1;2;3;3;3;2;3;1;3;1;1;6;;20171114;"230908";810
"m4w98377mv70";70;1;11;;;1;58;4;2;4;5;5;2;3;3;4;1;5;"Ne sait pas";"Ne sait pas";2;5;4;;2;1;2;2;1;1;1;1;1;1;1;1;7;3;4;20171116;"073125";303
"w4h86362mv70";70;1;11;;;2;46;3;2;4;3;6;4;2;2;2;1;5;"emmanuel macron, les attentats";"les réformes de macron, la politique des dirigeants, les attentats";3;6;1;3;2;2;2;1;3;3;3;3;2;1;1;3;6;2;1;20171115;"181511";388
"u4z56372mv70";70;1;11;;;2;42;3;1;;;2;3;4;2;4;1;4;"Je ne sais pas ";"Europe USA ";2;1;;;3;2;2;1;2;2;2;1;1;1;1;3;7;6;5;20171115;"174337";331
"w4k58379mv70";70;1;11;;;1;36;2;2;3;1;3;3;4;3;3;1;5;"donald trump";"la corée du nord";2;4;;;1;1;1;2;1;2;2;2;2;1;2;1;6;;;20171115;"153047";364
"q4j94373mv70";70;1;11;;;2;44;3;2;2;5;3;2;2;3;3;1;5;"l'élection d'Emmanuel Macron";"E. Macron,coupe du monde, ";1;2;5;3;2;2;2;2;1;1;2;1;3;1;1;1;7;;;20171114;"211909";387
